"TestID","Category","Module / Page","Test Case","Method","Environment","Status","Observed Result (evidence)","Executed At"
"FUN-393","Functional Testing","Administration","Admin deletes user — HAPPY","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[HAPPY] status=200 exp=200","2026-08-05T23:35:22.587Z"
"FUN-394","Functional Testing","Administration","Admin deletes user — MISSING","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[MISSING] no server-side required-field on this endpoint; status=200","2026-08-05T23:35:22.587Z"
"FUN-395","Functional Testing","Administration","Admin deletes user — BADTYPE","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[BADTYPE] bad-type -> 200 (handled gracefully, no process crash)","2026-08-05T23:35:22.587Z"
"FUN-396","Functional Testing","Administration","Admin deletes user — BOUNDARY","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[BOUNDARY] boundary -> 200 (handled)","2026-08-05T23:35:22.587Z"
"FUN-397","Functional Testing","Administration","Admin deletes user — NOAUTH","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[NOAUTH] no token -> 401","2026-08-05T23:35:22.587Z"
"FUN-398","Functional Testing","Administration","Admin deletes user — PERSIST","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[PERSIST] repeat -> 200,404","2026-08-05T23:35:22.587Z"
"FUN-399","Functional Testing","Administration","Admin deletes user — STATUSMSG","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[STATUSMSG] status=200, body present=true","2026-08-05T23:35:22.587Z"
"FUN-400","Functional Testing","Administration","Admin deletes user — SIDEEFFECT","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[SIDEEFFECT] status=200","2026-08-05T23:35:22.587Z"
"UIX-001","UI/UX Testing","ParentDashboard (/parent)","UIUX_bodyHasContent","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on Supabase)","Pass","UIUX_bodyHasContent=true","2026-08-05T23:35:22.587Z"
"UIX-002","UI/UX Testing","ParentDashboard (/parent)","UIUX_hasHeading","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on Supabase)","Pass","UIUX_hasHeading=true","2026-08-05T23:35:22.587Z"
"UIX-003","UI/UX Testing","ParentDashboard (/parent)","UIUX_noHorizontalOverflow","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on Supabase)","Pass","UIUX_noHorizontalOverflow=true","2026-08-05T23:35:22.587Z"
"UIX-004","UI/UX Testing","ParentDashboard (/parent)","UIUX_titleSet","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on Supabase)","Pass","UIUX_titleSet=true","2026-08-05T23:35:22.587Z"
"UIX-005","UI/UX Testing","ParentDashboard (/parent)","UIUX_hasInteractive","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on Supabase)","Pass","UIUX_hasInteractive=true","2026-08-05T23:35:22.587Z"
"UIX-006","UI/UX Testing","ParentDashboard (/parent)","UIUX_imagesRendered","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on Supabase)","Pass","UIUX_imagesRendered=true","2026-08-05T23:35:22.587Z"
"UIX-007","UI/UX Testing","ParentDashboard (/parent)","UIUX_rootMounted","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on Supabase)","Pass","UIUX_rootMounted=true","2026-08-05T23:35:22.587Z"
"UIX-008","UI/UX Testing","ParentDashboard (/parent)","UIUX_cssApplied","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on Supabase)","Pass","UIUX_cssApplied=true","2026-08-05T23:35:22.587Z"
"UIX-009","UI/UX Testing","ParentDashboard (/parent)","UIUX_fontRendered","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on Supabase)","Pass","UIUX_fontRendered=true","2026-08-05T23:35:22.587Z"
"UIX-010","UI/UX Testing","ParentDashboard (/parent)","UIUX_textColorVisible","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on Supabase)","Pass","UIUX_textColorVisible=true","2026-08-05T23:35:22.587Z"
"UIX-011","UI/UX Testing","ParentDashboard (/parent)","UIUX_linksHaveHref","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on Supabase)","Pass","UIUX_linksHaveHref=true","2026-08-05T23:35:22.587Z"
"UIX-012","UI/UX Testing","ParentDashboard (/parent)","UIUX_noElementsOverflowRight","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on Supabase)","Pass","UIUX_noElementsOverflowRight=true","2026-08-05T23:35:22.587Z"
"UIX-013","UI/UX Testing","ParentDashboard (/parent)","UIUX_layoutStable","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on Supabase)","Pass","UIUX_layoutStable=true","2026-08-05T23:35:22.587Z"
"UIX-014","UI/UX Testing","ParentDashboard (/parent)","UIUX_noJsError","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on Supabase)","Pass","UIUX_noJsError=true","2026-08-05T23:35:22.587Z"
"UIX-015","UI/UX Testing","TeacherDashboard (/teacher)","UIUX_bodyHasContent","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on Supabase)","Pass","UIUX_bodyHasContent=true","2026-08-05T23:35:22.587Z"
"UIX-016","UI/UX Testing","TeacherDashboard (/teacher)","UIUX_hasHeading","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on Supabase)","Pass","UIUX_hasHeading=true","2026-08-05T23:35:22.587Z"
"UIX-017","UI/UX Testing","TeacherDashboard (/teacher)","UIUX_noHorizontalOverflow","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on Supabase)","Pass","UIUX_noHorizontalOverflow=true","2026-08-05T23:35:22.587Z"
"UIX-018","UI/UX Testing","TeacherDashboard (/teacher)","UIUX_titleSet","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on Supabase)","Pass","UIUX_titleSet=true","2026-08-05T23:35:22.587Z"
"UIX-019","UI/UX Testing","TeacherDashboard (/teacher)","UIUX_hasInteractive","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on Supabase)","Pass","UIUX_hasInteractive=true","2026-08-05T23:35:22.587Z"
"UIX-020","UI/UX Testing","TeacherDashboard (/teacher)","UIUX_imagesRendered","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on Supabase)","Pass","UIUX_imagesRendered=true","2026-08-05T23:35:22.587Z"
"UIX-021","UI/UX Testing","TeacherDashboard (/teacher)","UIUX_rootMounted","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on Supabase)","Pass","UIUX_rootMounted=true","2026-08-05T23:35:22.587Z"
"UIX-022","UI/UX Testing","TeacherDashboard (/teacher)","UIUX_cssApplied","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on Supabase)","Pass","UIUX_cssApplied=true","2026-08-05T23:35:22.587Z"
"UIX-023","UI/UX Testing","TeacherDashboard (/teacher)","UIUX_fontRendered","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on Supabase)","Pass","UIUX_fontRendered=true","2026-08-05T23:35:22.587Z"
"UIX-024","UI/UX Testing","TeacherDashboard (/teacher)","UIUX_textColorVisible","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on Supabase)","Pass","UIUX_textColorVisible=true","2026-08-05T23:35:22.587Z"
"UIX-025","UI/UX Testing","TeacherDashboard (/teacher)","UIUX_linksHaveHref","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on Supabase)","Pass","UIUX_linksHaveHref=true","2026-08-05T23:35:22.587Z"
"UIX-026","UI/UX Testing","TeacherDashboard (/teacher)","UIUX_noElementsOverflowRight","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on Supabase)","Pass","UIUX_noElementsOverflowRight=true","2026-08-05T23:35:22.587Z"
"UIX-027","UI/UX Testing","TeacherDashboard (/teacher)","UIUX_layoutStable","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on Supabase)","Pass","UIUX_layoutStable=true","2026-08-05T23:35:22.587Z"
"UIX-028","UI/UX Testing","TeacherDashboard (/teacher)","UIUX_noJsError","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on Supabase)","Pass","UIUX_noJsError=true","2026-08-05T23:35:22.587Z"
"UIX-029","UI/UX Testing","AdminDashboard (/admin)","UIUX_bodyHasContent","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on Supabase)","Pass","UIUX_bodyHasContent=true","2026-08-05T23:35:22.587Z"
"UIX-030","UI/UX Testing","AdminDashboard (/admin)","UIUX_hasHeading","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on Supabase)","Pass","UIUX_hasHeading=true","2026-08-05T23:35:22.587Z"
"UIX-031","UI/UX Testing","AdminDashboard (/admin)","UIUX_noHorizontalOverflow","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on Supabase)","Pass","UIUX_noHorizontalOverflow=true","2026-08-05T23:35:22.587Z"
"UIX-032","UI/UX Testing","AdminDashboard (/admin)","UIUX_titleSet","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on Supabase)","Pass","UIUX_titleSet=true","2026-08-05T23:35:22.587Z"
"UIX-033","UI/UX Testing","AdminDashboard (/admin)","UIUX_hasInteractive","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on Supabase)","Pass","UIUX_hasInteractive=true","2026-08-05T23:35:22.587Z"
"UIX-034","UI/UX Testing","AdminDashboard (/admin)","UIUX_imagesRendered","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on Supabase)","Pass","UIUX_imagesRendered=true","2026-08-05T23:35:22.587Z"
"UIX-035","UI/UX Testing","AdminDashboard (/admin)","UIUX_rootMounted","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on Supabase)","Pass","UIUX_rootMounted=true","2026-08-05T23:35:22.587Z"
"UIX-036","UI/UX Testing","AdminDashboard (/admin)","UIUX_cssApplied","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on Supabase)","Pass","UIUX_cssApplied=true","2026-08-05T23:35:22.587Z"
"UIX-037","UI/UX Testing","AdminDashboard (/admin)","UIUX_fontRendered","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on Supabase)","Pass","UIUX_fontRendered=true","2026-08-05T23:35:22.587Z"
"UIX-038","UI/UX Testing","AdminDashboard (/admin)","UIUX_textColorVisible","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on Supabase)","Pass","UIUX_textColorVisible=true","2026-08-05T23:35:22.587Z"
"UIX-039","UI/UX Testing","AdminDashboard (/admin)","UIUX_linksHaveHref","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on Supabase)","Pass","UIUX_linksHaveHref=true","2026-08-05T23:35:22.587Z"
"UIX-040","UI/UX Testing","AdminDashboard (/admin)","UIUX_noElementsOverflowRight","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on Supabase)","Pass","UIUX_noElementsOverflowRight=true","2026-08-05T23:35:22.587Z"
"UIX-041","UI/UX Testing","AdminDashboard (/admin)","UIUX_layoutStable","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on Supabase)","Pass","UIUX_layoutStable=true","2026-08-05T23:35:22.587Z"
"UIX-042","UI/UX Testing","AdminDashboard (/admin)","UIUX_noJsError","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on Supabase)","Pass","UIUX_noJsError=true","2026-08-05T23:35:22.587Z"
"UIX-043","UI/UX Testing","StudentDashboard (/student)","UIUX_bodyHasContent","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on Supabase)","Pass","UIUX_bodyHasContent=true","2026-08-05T23:35:22.587Z"
"UIX-044","UI/UX Testing","StudentDashboard (/student)","UIUX_hasHeading","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on Supabase)","Pass","UIUX_hasHeading=true","2026-08-05T23:35:22.587Z"
"UIX-045","UI/UX Testing","StudentDashboard (/student)","UIUX_noHorizontalOverflow","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on Supabase)","Pass","UIUX_noHorizontalOverflow=true","2026-08-05T23:35:22.587Z"
"UIX-046","UI/UX Testing","StudentDashboard (/student)","UIUX_titleSet","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on Supabase)","Pass","UIUX_titleSet=true","2026-08-05T23:35:22.587Z"
"UIX-047","UI/UX Testing","StudentDashboard (/student)","UIUX_hasInteractive","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on Supabase)","Pass","UIUX_hasInteractive=true","2026-08-05T23:35:22.587Z"
"UIX-048","UI/UX Testing","StudentDashboard (/student)","UIUX_imagesRendered","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on Supabase)","Pass","UIUX_imagesRendered=true","2026-08-05T23:35:22.587Z"
"UIX-049","UI/UX Testing","StudentDashboard (/student)","UIUX_rootMounted","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on Supabase)","Pass","UIUX_rootMounted=true","2026-08-05T23:35:22.587Z"
"UIX-050","UI/UX Testing","StudentDashboard (/student)","UIUX_cssApplied","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on Supabase)","Pass","UIUX_cssApplied=true","2026-08-05T23:35:22.587Z"
"UIX-051","UI/UX Testing","StudentDashboard (/student)","UIUX_fontRendered","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on Supabase)","Pass","UIUX_fontRendered=true","2026-08-05T23:35:22.587Z"
"UIX-052","UI/UX Testing","StudentDashboard (/student)","UIUX_textColorVisible","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on Supabase)","Pass","UIUX_textColorVisible=true","2026-08-05T23:35:22.587Z"
"UIX-053","UI/UX Testing","StudentDashboard (/student)","UIUX_linksHaveHref","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on Supabase)","Pass","UIUX_linksHaveHref=true","2026-08-05T23:35:22.587Z"
"UIX-054","UI/UX Testing","StudentDashboard (/student)","UIUX_noElementsOverflowRight","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on Supabase)","Pass","UIUX_noElementsOverflowRight=true","2026-08-05T23:35:22.587Z"
"UIX-055","UI/UX Testing","StudentDashboard (/student)","UIUX_layoutStable","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on Supabase)","Pass","UIUX_layoutStable=true","2026-08-05T23:35:22.587Z"
"UIX-056","UI/UX Testing","StudentDashboard (/student)","UIUX_noJsError","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on Supabase)","Pass","UIUX_noJsError=true","2026-08-05T23:35:22.587Z"
"UIX-057","UI/UX Testing","Login (/login)","UIUX_bodyHasContent","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on Supabase)","Pass","UIUX_bodyHasContent=true","2026-08-05T23:35:22.587Z"
"UIX-058","UI/UX Testing","Login (/login)","UIUX_hasHeading","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on Supabase)","Pass","UIUX_hasHeading=true","2026-08-05T23:35:22.587Z"
"UIX-059","UI/UX Testing","Login (/login)","UIUX_noHorizontalOverflow","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on Supabase)","Pass","UIUX_noHorizontalOverflow=true","2026-08-05T23:35:22.587Z"
"UIX-060","UI/UX Testing","Login (/login)","UIUX_titleSet","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on Supabase)","Pass","UIUX_titleSet=true","2026-08-05T23:35:22.587Z"
"UIX-061","UI/UX Testing","Login (/login)","UIUX_hasInteractive","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on Supabase)","Pass","UIUX_hasInteractive=true","2026-08-05T23:35:22.587Z"
"UIX-062","UI/UX Testing","Login (/login)","UIUX_imagesRendered","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on Supabase)","Pass","UIUX_imagesRendered=true","2026-08-05T23:35:22.587Z"
"UIX-063","UI/UX Testing","Login (/login)","UIUX_rootMounted","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on Supabase)","Pass","UIUX_rootMounted=true","2026-08-05T23:35:22.587Z"
